"","C14ID","Period","C14Age","C14SD","LabCode","PhaseCode","SiteID","Material","MaterialSpecies","Latitude","Longitude","optional"
"3301",9258,"EN",5095,45,"GrA-27094","AUW","S1127","animal bone","Ovis sp./Capra sp.",51.8561,-1.56584,TRUE
"3302",9259,"EN",5095,45,"GrA-27096","AUW","S1127","animal bone","Ovis sp./Capra sp.",51.8561,-1.56584,TRUE
"3303",9260,"EN",5050,50,"GrA-23829","AUW","S1127","antler","NULL",51.8561,-1.56584,TRUE
"3304",9261,"EN",5050,33,"OxA-12675","AUW","S1127","charcoal","pomoideae",51.8561,-1.56584,TRUE
"3305",9262,"EN",5010,45,"GrA-27100","AUW","S1127","antler","Cervus elaphus",51.8561,-1.56584,TRUE
"3306",9263,"EN",4992,33,"OxA-12676","AUW","S1127","charcoal","Corlyus sp.",51.8561,-1.56584,TRUE
"3307",9264,"EN",4989,31,"OxA-12680","AUW","S1127","charcoal","pomoideae",51.8561,-1.56584,TRUE
"3308",9265,"EN",4984,29,"OxA-13319","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3309",9266,"EN",4974,29,"OxA-13320","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3310",9267,"EN",4970,45,"GrA-23927","AUW","S1127","animal bone","Cervus elaphus",51.8561,-1.56584,TRUE
"3311",9268,"EN",4965,40,"GrA-25296","AUW","S1127","animal bone","Bos sp.",51.8561,-1.56584,TRUE
"3312",9269,"EN",4964,32,"OxA-13402","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3313",9270,"EN",4962,30,"OxA-13315","AUW","S1127","antler","Cervus elaphus",51.8561,-1.56584,TRUE
"3314",9271,"UN",4950,100,"OxA-13135","NULL","S1127","carbonised residue","NULL",51.8561,-1.56584,TRUE
"3315",9272,"EN",4945,32,"OxA-13404","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3316",9273,"EN",4940,50,"GrA-23828","AUW","S1127","animal bone","Bos sp.",51.8561,-1.56584,TRUE
"3317",9274,"EN",4940,45,"GrA-25295","AUW","S1127","animal bone","Bos sp.",51.8561,-1.56584,TRUE
"3318",9275,"EN",4930,31,"OxA-12679","AUW","S1127","charcoal","Corlyus sp.",51.8561,-1.56584,TRUE
"3319",9276,"EN",4890,40,"GrA-25304","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3320",9277,"EN",4880,40,"GrA-25292","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3321",9278,"UN",4876,33,"OxA-13400","NULL","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3322",9279,"EN",4840,40,"GrA-25294","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3323",9280,"EN",4820,40,"GrA-25305","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3324",9281,"EN",4816,31,"OxA-13403","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3325",9282,"EN",4805,40,"GrA-25306","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3326",9283,"EN",4765,31,"OxA-13401","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3327",9284,"EN",4700,50,"GrA-23831","AUW","S1127","antler","NULL",51.8561,-1.56584,TRUE
"3328",9285,"EN",5198,225,"BM-835","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3329",9286,"EN",5020,92,"BM-833","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3330",9287,"EN",4942,74,"BM-832","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3331",9288,"EN",4930,100,"BM-1976R","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3332",9289,"EN",4893,70,"BM-491b","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3333",9290,"EN",4735,70,"BM-492","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3334",9291,"EN",4714,166,"BM-837","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3335",9292,"EN",4680,160,"BM-1974R","AUW","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3336",9293,"EN",4445,61,"BM-836","AUW","S1127","charcoal","NULL",51.8561,-1.56584,TRUE
"3337",9294,"UN",3870,100,"BM-1975R","NULL","S1127","human bone","Homo sapiens",51.8561,-1.56584,TRUE
"3338",9295,"UN",4760,100,"I-14206","NULL","S1826","NULL","NULL",51.96,-10.26,TRUE
"3340",9297,"EN",5200,150,"OxA-912","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3341",9298,"EN",5125,34,"OxA-12969","HN","S2210","charred food residue","NULL",51.8686,-1.8958,TRUE
"3342",9299,"EN",5110,90,"OxA-13374","HN","S2210","charred food residue","NULL",51.8686,-1.8958,TRUE
"3343",9300,"EN",5000,70,"OxA-910","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3344",9301,"EN",4980,100,"OxA-13375","HN","S2210","charred food residue","NULL",51.8686,-1.8958,TRUE
"3345",9302,"EN",4970,80,"OxA-738","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3346",9303,"EN",4970,70,"OxA-914","HN","S2210","animal bone","Bos sp.",51.8686,-1.8958,TRUE
"3347",9304,"EN",4970,60,"OxA-907","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3348",9305,"EN",4960,70,"OxA-913","HN","S2210","animal bone","Bos sp.",51.8686,-1.8958,TRUE
"3349",9306,"EN",4950,70,"OxA-905","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3350",9307,"EN",4950,60,"HAR-8350","HN","S2210","antler","Cervus elaphus",51.8686,-1.8958,TRUE
"3351",9308,"EN",4945,45,"GrA-24564","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3352",9309,"EN",4940,50,"GrA-24506","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3353",9310,"EN",4915,80,"OxA-739","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3354",9311,"EN",4883,31,"OxA-12875","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3355",9312,"EN",4880,70,"OxA-906","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3356",9313,"EN",4875,80,"OxA-646","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3357",9314,"EN",4870,33,"OxA-12876","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3358",9315,"EN",4860,70,"OxA-904","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3359",9316,"EN",4860,50,"GrA-24512","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3360",9317,"EN",4850,50,"GrA-24508","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3361",9318,"EN",4840,80,"OxA-644","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3362",9319,"EN",4840,70,"OxA-915","HN","S2210","animal bone","Bos sp.",51.8686,-1.8958,TRUE
"3363",9320,"EN",4840,60,"OxA-903","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3364",9321,"EN",4830,80,"OxA-911","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3365",9322,"EN",4830,60,"HAR-8349","HN","S2210","antler","Cervus elaphus",51.8686,-1.8958,TRUE
"3366",9323,"EN",4830,60,"OxA-908","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3367",9324,"EN",4830,50,"GrA-24513","HN","S2210","antler","Cervus elaphus",51.8686,-1.8958,TRUE
"3368",9325,"EN",4820,70,"OxA-902","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3369",9326,"EN",4810,70,"OxA-916","HN","S2210","animal bone","Bos sp.",51.8686,-1.8958,TRUE
"3370",9327,"EN",4810,50,"GrA-24510","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3371",9328,"EN",4800,50,"GrA-24504","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3372",9329,"EN",4790,50,"GrA-24638","HN","S2210","antler","Cervus elaphus",51.8686,-1.8958,TRUE
"3373",9330,"EN",4780,80,"OxA-645","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3374",9331,"EN",4763,32,"OxA-12873","HN","S2210","animal bone","Ovis sp./Capra sp.",51.8686,-1.8958,TRUE
"3375",9332,"EN",4758,31,"OxA-12871","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3376",9333,"EN",4747,31,"OxA-12872","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3377",9334,"EN",4650,80,"OxA-1177","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3378",9335,"EN",4606,32,"OxA-12874","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3379",9336,"EN",4600,120,"OxA-643","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3380",9337,"EN",4450,90,"OxA-383","HN","S2210","human bone","Homo sapiens",51.8686,-1.8958,TRUE
"3381",9338,"LN",4495,60,"GrN-6295","HIJK1","S2236","charcoal","NULL",52.912,6.505,TRUE
"3382",9339,"LN",4290,55,"GrN-6352","HIJK1","S2236","charcoal","NULL",52.912,6.505,TRUE
"3383",9340,"LN",3970,35,"GrN-6126","HIJK1","S2236","charcoal","NULL",52.912,6.505,TRUE
"3385",9343,"LN",3635,60,"GrN-5705","MOLN1","S3006","charcoal","NULL",51.8767,4.825,TRUE
"3386",9344,"LN",3635,40,"GrN-5131","MOLN1","S3006","human bone","Homo sapiens",51.8767,4.825,TRUE
"3395",9355,"LN",4420,120,"GrN-4114","VL2","S4164","wood","NULL",51.91,4.34,TRUE
"3396",9356,"LN",4410,100,"GrN-2306","VL2","S4164","wood","NULL",51.91,4.34,TRUE
"3397",9357,"LN",4330,60,"GrN-2303","VL2","S4164","charcoal","NULL",51.91,4.34,TRUE
"3398",9358,"LN",4280,100,"GrN-2487","VL2","S4164","wood","NULL",51.91,4.34,TRUE
"3399",9359,"LN",4250,75,"GrN-2304","VL2","S4164","wood","NULL",51.91,4.34,TRUE
"3400",9360,"LN",4190,70,"GrN-2480","VL2","S4164","charcoal","NULL",51.91,4.34,TRUE
"3401",9361,"LN",4130,40,"GrN-4948","VL2","S4164","bone","NULL",51.91,4.34,TRUE
"3402",9362,"LN",3910,100,"GrN-2419","VL1","S4164","charcoal","NULL",51.91,4.34,TRUE
"3403",9363,"LN",3910,30,"GrN-2158","VL1","S4164","charcoal","NULL",51.91,4.34,TRUE
"3404",9364,"LN",3860,110,"GrN-2481","VL1","S4164","charcoal","NULL",51.91,4.34,TRUE
"3405",9365,"LN",3850,50,"GrN-3097","VL1","S4164","charcoal","NULL",51.91,4.34,TRUE
"3406",9366,"LN",3360,50,"GrN-2286","VL3","S4164","charcoal","NULL",51.91,4.34,TRUE
"3414",9374,"LN",3875,35,"GrN-7099","WAGN1","S4181","charcoal","NULL",51.9644,5.6622,TRUE
"3415",9375,"EN",6200,200,"GrN-223","WSTL1","S4219","NULL","NULL",51.96,11.38,TRUE
"3416",9376,"EN",6140,100,"Bln-92","WSTL1","S4219","plant macrofossils","Pisum sativum.",51.96,11.38,TRUE
"3417",9377,"EN",6045,100,"Bln-42","WSTL1","S4219","plant macrofossils","Pisum sativum.",51.96,11.38,TRUE
"3420",9380,"MN",5415,60,"GrN-7764","BER","S4646","charcoal","NULL",51.99,4.51,TRUE
"3421",9381,"LN",3865,180,"GrN-326","BENK1","S1271","charcoal","NULL",51.9978,5.6755,TRUE
"3422",9382,"LN",3820,35,"GrN-6155","BENK1","S1271","charcoal","NULL",51.9978,5.6755,TRUE
"3428",9389,"LN",3810,60,"GrN-5028","LEID1","S2708","charcoal","NULL",52.0781,4.4003,TRUE
"3429",9390,"LN",3660,80,"GrN-5029","LEID1","S2708","charcoal","NULL",52.0781,4.4003,TRUE
"3430",9391,"LN",3660,60,"GrN-5027","LEID1","S2708","charcoal","NULL",52.0781,4.4003,TRUE
"3431",9392,"LN",3790,35,"GrN-6332","LUNT1","S2870","charcoal","NULL",52.0836,5.6205,TRUE
"3432",9393,"UN",4230,75,"OxA-4250","NULL","S1196","human bone","Homo sapiens",52.1,-7.71667,TRUE
"3433",9394,"UN",4580,150,"BM-135","NULL","S2392","bone","NULL",52.1027,-7.7373,TRUE
"3434",9395,"LN",4090,50,"GrN-4906","VB1","S4176","charcoal","NULL",52.1333,4.4167,TRUE
"3435",9396,"LN",4080,70,"GrN-4907","VB1","S4176","charcoal","NULL",52.1333,4.4167,TRUE
"3436",9397,"LN",4030,40,"GrN-5031","VB1","S4176","charcoal","NULL",52.1333,4.4167,TRUE
"3437",9398,"LN",3980,60,"GrN-4908","VB1","S4176","charcoal","NULL",52.1333,4.4167,TRUE
"3438",9399,"LN",2910,60,"GrN-4909","VB1","S4176","humic acid","NULL",52.1333,4.4167,TRUE
"3445",9406,"EN",6050,110,"UtC-1835","KDK","S2405","organic temper","NULL",52.142,10.5874,TRUE
"3446",9407,"EN",6562,210,"H-1487/985","EITZ2","S1804","organic temper","NULL",52.14,10.82,TRUE
"3447",9408,"EN",6530,100,"Bln-51","EITZ2","S1804","organic temper","NULL",52.14,10.82,TRUE
"3448",9410,"EN",5780,45,"Hd-14374","EITZ2","S1804","bone","NULL",52.14,10.82,TRUE
"3449",9411,"EN",5715,40,"Hd-14545","EITZ2","S1804","bone","NULL",52.14,10.82,TRUE
"3467",9431,"UN",4585,80,"OxA-2681","NULL","S2819","human bone","Homo sapiens",52.1833,-8.9,TRUE
"3472",9437,"LN",3725,35,"GrN-6146","OUDE1","S3228","charcoal","NULL",53.05,6.64,TRUE
"3473",9438,"LN",3705,35,"GrN-6255","OUDE1","S3228","charcoal","NULL",53.05,6.64,TRUE
"3474",9439,"LN",3620,120,"GrN-250","OUDE1","S3228","charcoal","NULL",53.05,6.64,TRUE
"3475",9440,"LN",3505,125,"GrN-244","OUDE1","S3228","charcoal","NULL",53.05,6.64,TRUE
"3479",9444,"UN",4200,220,"BM-1525","NULL","S1403","animal bone","Bos sp.",52.2741,-0.29459,TRUE
"3480",9445,"LN",4165,40,"GrN-6369","VAA2","S4097","charcoal","NULL",52.28,5.97,TRUE
"3481",9446,"LN",3915,45,"GrN-5497","VAA3","S4097","charcoal","NULL",52.28,5.97,TRUE
"3484",9450,"LN",4005,30,"GrN-6351","ERML1","S1846","charcoal","NULL",52.3002,5.6289,TRUE
"3486",9453,"EN",5050,80,"OxA-3370","NULL","S3444","charcoal","NULL",52.3214,-0.1584,TRUE
"3487",9454,"EN",5035,70,"OxA-3646","NULL","S3444","charcoal","NULL",52.3214,-0.1584,TRUE
"3488",9455,"EN",4950,80,"OxA-3367","NULL","S3444","charcoal","NULL",52.3214,-0.1584,TRUE
"3489",9456,"EN",4850,80,"OxA-3369","NULL","S3444","charcoal","NULL",52.3214,-0.1584,TRUE
"3490",9457,"EN",4775,100,"OxA-4360","NULL","S3444","bone","NULL",52.3214,-0.1584,TRUE
"3491",9458,"EN",4360,75,"OxA-3491","NULL","S3444","charcoal","NULL",52.3214,-0.1584,TRUE
"3499",9466,"EN",4825,65,"OxA-5632","NULL","S3854","human bone","Homo sapiens",54.503,-1.72356,TRUE
"3500",9467,"EN",4820,80,"OxA-5633","NULL","S3854","human bone","Homo sapiens",54.503,-1.72356,TRUE
"3504",9471,"LN",4520,70,"GrN-7746","HRDW1","S2186","charcoal","NULL",52.34,5.67,TRUE
"3505",9472,"LN",4165,35,"GrN-7745","HRDW1","S2186","charcoal","NULL",52.34,5.67,TRUE
"3513",9480,"LN",3685,40,"GrN-4635","HAAR1","S2162","peat","NULL",52.3941,4.6408,TRUE
"3515",9483,"LN",3660,35,"GrN-2969","MAND1","S2920","charcoal","NULL",52.445,6.826,TRUE
"3516",9484,"LN",3620,70,"GrN-2982","MAND1","S2920","charcoal","NULL",52.445,6.826,TRUE
"3517",9485,"EN",4890,80,"OxA-1476","TD","S3936","plant macrofossils","Triticum dicoccum",52.4042,-8.6113,TRUE
"3518",9486,"EN",4840,80,"OxA-1477","TD","S3936","plant macrofossils","Triticum dicoccum",52.4042,-8.6113,TRUE
"3521",9489,"UN",4850,50,"Beta-178145","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3522",9490,"UN",4800,70,"Beta-178149","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3523",9491,"UN",4770,50,"Beta-178139","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3524",9492,"UN",4720,70,"Beta-178148","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3525",9493,"UN",4710,60,"Beta-178141","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3526",9494,"UN",4670,70,"Beta-178142","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3527",9495,"UN",4530,80,"Beta-178147","NULL","S2396","charred plant macrofossils","Corylus avellana",52.4214,0.768,TRUE
"3535",9505,"EN",5976,48,"UtC-4626","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3536",9506,"EN",5921,42,"UtC-12481","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3537",9507,"EN",5904,44,"UtC-12476","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3538",9508,"EN",5899,47,"UtC-12459","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3539",9509,"EN",5890,60,"UtC-12457","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3540",9510,"EN",5874,44,"UtC-12467","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3541",9511,"EN",5870,50,"UtC-4616","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3542",9512,"EN",5853,48,"UtC-12453","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3543",9513,"EN",5851,45,"UtC-4617","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3544",9514,"EN",5841,43,"UtC-12469","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3545",9515,"EN",5836,47,"UtC-12468","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3546",9516,"EN",5831,47,"UtC-4618","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3547",9517,"EN",5828,48,"UtC-12455","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3548",9518,"EN",5828,47,"UtC-12460","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3549",9519,"EN",5826,48,"UtC-12452","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3550",9520,"EN",5824,43,"UtC-12479","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3551",9521,"EN",5823,48,"UtC-12477","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3552",9522,"EN",5820,50,"GrA-21376","HOVA","S4797","charred plant macrofossils","Corylus avellana",52.31,5.33,TRUE
"3553",9523,"EN",5820,50,"UtC-4622","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3554",9524,"EN",5811,38,"UtC-12472","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3555",9525,"EN",5810,50,"UtC-4615","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3556",9526,"EN",5808,45,"UtC-4625","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3557",9527,"EN",5807,43,"UtC-4624","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3558",9528,"EN",5803,46,"UtC-12458","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3559",9529,"EN",5791,40,"UtC-12475","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3560",9530,"EN",5790,48,"UtC-12461","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3561",9531,"EN",5786,43,"UtC-12462","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3562",9532,"EN",5785,46,"UtC-12454","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3563",9533,"EN",5780,45,"UtC-12470","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3564",9534,"EN",5778,43,"UtC-12474","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3565",9535,"EN",5766,45,"UtC-12466","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3566",9536,"EN",5758,41,"UtC-12463","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3567",9537,"EN",5753,45,"UtC-12464","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3568",9538,"EN",5753,45,"UtC-12465","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3569",9539,"EN",5745,40,"UtC-12473","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3570",9540,"EN",5742,47,"UtC-5710","HOVA","S4797","wood","NULL",52.31,5.33,TRUE
"3571",9541,"EN",5739,44,"UtC-4619","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3572",9542,"EN",5735,43,"UtC-12471","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3573",9543,"EN",5729,46,"UtC-5712","HOVA","S4797","wood","Fraxinus sp.",52.31,5.33,TRUE
"3574",9544,"EN",5714,49,"UtC-5711","HOVA","S4797","wood","Fraxinus sp.",52.31,5.33,TRUE
"3575",9545,"EN",5710,50,"UtC-4621","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3576",9546,"EN",5709,47,"UtC-4620","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3577",9547,"EN",5707,46,"UtC-12482","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3578",9548,"EN",5690,50,"UtC-12456","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3579",9549,"EN",5667,42,"UtC-12478","HOVA","S4797","charcoal","NULL",52.31,5.33,TRUE
"3606",9576,"UN",5424,117,"BM-679","NULL","S4522","charcoal","NULL",52.468,1.4514,TRUE
"3607",9577,"UN",4579,65,"BM-757","NULL","S4522","charcoal","NULL",52.468,1.4514,TRUE
"3608",9578,"UN",4523,67,"BM-756","NULL","S4522","charcoal","NULL",52.468,1.4514,TRUE
"3609",9579,"UN",4167,78,"BM-755","NULL","S4522","charcoal","NULL",52.468,1.4514,TRUE
"3619",9589,"UN",4153,64,"BM-944","NULL","S2072","antler","Cervus elaphus",52.4754,0.6786,TRUE
"3620",9590,"UN",4034,88,"BM-945","NULL","S2072","antler","Cervus elaphus",52.4754,0.6786,TRUE
"3621",9593,"EN",5560,265,"KN-1142","HU1","S2275","wood","NULL",52.5,8.35,TRUE
"3622",9598,"EN",5250,65,"KN-1312","HU1","S2275","wood","NULL",52.5,8.35,TRUE
"3626",9608,"UN",4770,80,"OxA-2680","NULL","S2332","human bone","Homo sapiens",52.5,-7.1667,TRUE
"3670",9653,"EN",5330,60,"GrN-5081","LELY1","S2710","peat","NULL",52.5097,5.4775,TRUE
"3671",9654,"EN",5315,65,"GrN-5390","LELY1","S2710","peat","NULL",52.5097,5.4775,TRUE
"3672",9655,"EN",5265,75,"GrN-5348","LELY1","S2710","peat","NULL",52.5097,5.4775,TRUE
"3676",9659,"LN",4405,50,"Bln-1445","BUCH2","S1390","wood","NULL",52.5146,12.93,TRUE
"3677",9660,"LN",4353,60,"Bln-1446","BUCH2","S1390","wood","NULL",52.5146,12.93,TRUE
"3678",9662,"LN",4320,50,"Bln-2667","BUCH1","S1390","charcoal","NULL",52.5146,12.93,TRUE
"3679",9663,"UN",4690,240,"D-41","NULL","S2857","charcoal","NULL",52.5196,-8.5304,TRUE
"3680",9664,"UN",4410,240,"D-40","NULL","S2857","charcoal","NULL",52.5196,-8.5304,TRUE
"3705",9689,"UN",4550,50,"OxA-5317","NULL","S1387","charred plant macrofossils","Corylus avellana",52.5515,-3.2302,TRUE
"3706",9690,"UN",4440,70,"OxA-4409","NULL","S1387","carbonised residue","NULL",52.5515,-3.2302,TRUE
"3710",9719,"EN",5540,65,"GrN-5606","SW11","S3917","bone","NULL",52.5713,5.6424,TRUE
"3711",9720,"EN",5510,70,"GrN-10356","SW11","S3917","NULL","NULL",52.5713,5.6424,TRUE
"3712",9721,"EN",5375,40,"GrN-7043","SW11","S3917","charcoal","NULL",52.5713,5.6424,TRUE
"3713",9722,"EN",5340,55,"GrN-7364","SW11","S3917","charcoal","NULL",52.5713,5.6424,TRUE
"3714",9723,"EN",5310,50,"GrN-7044","SW11","S3917","wood","NULL",52.5713,5.6424,TRUE
"3715",9724,"EN",5300,40,"GrN-5443","SW11","S3917","charcoal","NULL",52.5713,5.6424,TRUE
"3716",9725,"EN",5295,40,"GrN-7042","SW11","S3917","charcoal","NULL",52.5713,5.6424,TRUE
"3717",9726,"EN",5230,40,"GrN-6896","SW11","S3917","charcoal","NULL",52.5713,5.6424,TRUE
"3730",9740,"UN",4440,150,"BM-129","NULL","S1122","charcoal","Quercus sp.",52.6056,1.30667,TRUE
"3732",9742,"UN",5095,49,"BM-770","NULL","S1773","charcoal","Corylus sp./Betula sp.",52.6063,1.2672,TRUE
"3733",9743,"UN",4903,56,"BM-774","NULL","S1773","charcoal","Quercus sp.",52.6063,1.2672,TRUE
"3734",9744,"UN",4444,103,"BM-772","NULL","S1773","charcoal","Quercus sp.",52.6063,1.2672,TRUE
"3735",9745,"UN",3981,55,"BM-773","NULL","S1773","charcoal","Quercus sp.",52.6063,1.2672,TRUE
"3753",9767,"LN",4380,40,"GrN-6156","GLM1","S2029","charcoal","NULL",53.13,6.63,TRUE
"3754",9768,"UN",4930,60,"GrN-11431","NULL","S3739","charcoal","NULL",52.6804,-8.2307,TRUE
"3757",9771,"UN",4990,80,"BM-1535","NULL","S3832","charcoal","NULL",52.6925,-2.4108,TRUE
"3758",9772,"UN",4950,120,"BM-1534","NULL","S3832","charcoal","NULL",52.6925,-2.4108,TRUE
"3759",9773,"UN",4650,80,"BM-1533","NULL","S3832","charcoal","NULL",52.6925,-2.4108,TRUE
"3760",9774,"LN",4000,65,"GrN-2221","ZAND1","S4271","charcoal","NULL",52.6933,4.9372,TRUE
"3785",9805,"LN",4210,40,"GrN-6724","NOOR1","S3135","charcoal","NULL",52.775,6.8886,TRUE
"3793",9813,"LN",4415,65,"GrN-4200","ANGL3","S1084","charcoal","NULL",52.78,6.93,TRUE
"3794",9814,"LN",4380,75,"GrN-4201","ANGL3","S1084","charcoal","NULL",52.78,6.93,TRUE
"3795",9815,"LN",4355,45,"GrN-5103","ANGL3","S1084","charcoal","NULL",52.78,6.93,TRUE
"3796",9816,"LN",4315,60,"GrN-5767","ANGL3","S1084","charcoal","NULL",52.78,6.93,TRUE
"3797",9817,"LN",4160,30,"GrN-6644","ANGL2","S1084","charcoal","NULL",52.78,6.93,TRUE
"3798",9818,"LN",4145,100,"GrN-2370","ANGL3","S1084","charcoal","NULL",52.78,6.93,TRUE
"3799",9819,"LN",4100,30,"GrN-5070","ANGL3","S1084","charcoal","NULL",52.78,6.93,TRUE
